abacus,airplane,apple,armyguy,axe,babushkadolls,babycarriage,backpack,bagel,ball,balloon,barbiedoll,baseballcards,basket,bathsuit,beanbagchair,bearteddy,bed,beermug,bell,bench,bike,bill,binoculars,bird,bongo,bonzai,boot,bottle,bowl,bowtie,breadloaf,broom,bucket,butterfly,button,cake,calculator,camcorder,camera,candleholderwithcandle,carfront,cat,ceilingfan,cellphone,chair,cheese,cheesegrater,cherubstatue,chessboard,christmasstocking,christmastreeornamantball,cigarette,clock,coatrack,coffeemug,coin,collar,compass,computer_key,cookie,cookingpan,cookpot,crib,cupsaucer,cushion,decorativescreen,desk,dog,doll,dollhouse,domino,donut,doorknob,dresser,dumbbell,earings,easteregg_redo,exercise_equipment,fan,fish hook,flag,flashlight,frame,frisbee,gamehandheld,garbagetrash,gift,glove,goggle,golfball,grill,guitar,hairbrush,hammer,handbag,handgun,hanger,hat,headband,headphone,helmet,hourglass,jack-o-lantern,jacket,juice,kayak,key,keyboard,keychain,knife,lamp,lantern,lawnmower,leaves,lei,licenseplate,lipstick,lock,magazinecovers,makeupcompact,mask,meat,microscope,microwave,motorcycle,mp3player,muffins,mushroom,nailpolish,necklace,necktie,nunchaku,orifan,pants,patioloungechair,pen,phone,pipe,pitcher,pizza,pokercard,powerstrip,radio,razor,recordplayer,ring,ringbinder,roadsign,rock,rollerskates,rosary,rug,saddle,saltpeppershake,sandwich,scale,scissors,scrunchie,seashell,shoe,sippycup,snowglobe,socks,sodacan,sofa,speakers,spoon,stamp,stapler,stool,suit,suitcase,tablesmall,tape,telescope,tennisracquet,tent,toiletseat,tongs,toothpaste,toyhorse,toyrabbit,train,tree,tricycle,trophy,trumpet,trunk,turtle,tv,umbrella,vase,videoGameController,watch,watergun,wig,windchime,wineglass,yarn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
