subjCode,workerId,assignmentId,hitId,category,expTimer,response,trial_number,rt
unknown,workerId,assignmentId,hitId,apple,2.821,,1,1718
unknown,workerId,assignmentId,hitId,bottle,4.119,,2,1282
unknown,workerId,assignmentId,hitId,armyguy,5.501,,3,1371
